boe,crime,crime_cat,crime_sub_cat,pardon_year
BOE-A-1996-20881,delito de colaboración con banda armada,22,7,1996
BOE-A-1996-20882,delito de imprudencia temeraria,99,,1996
BOE-A-1996-20883,delito de robo,13,2,1996
BOE-A-1996-20884,delito de apropiación indebida,13,6,1996
BOE-A-1996-20884,delito de falsedad en documento oficial,18,2,1996
BOE-A-1996-20885,delito de robo,13,2,1996
BOE-A-1996-20886,delito contra la salud pública,17,3,1996
BOE-A-1996-20887,delito de robo,13,2,1996
BOE-A-1996-20888,delito de robo,13,2,1996
BOE-A-1996-20888,falta de hurto,25,2,1996
BOE-A-1996-21818,delito de robo,13,2,1996
BOE-A-1996-21819,delito de robo,13,2,1996
BOE-A-1996-21820,delito de hurto,13,1,1996
BOE-A-1996-21821,delito de lesiones,3,,1996
BOE-A-1996-21822,delito contra la salud pública,17,3,1996
BOE-A-1996-21823,delito contra la salud pública,17,3,1996
BOE-A-1996-21824,delito de homicidio,1,,1996
BOE-A-1996-21825,delito contra la salud pública,17,3,1996
BOE-A-1996-21826,delito contra la salud pública,17,3,1996
BOE-A-1996-21827,delito de quebrantamiento de condena,20,8,1996
BOE-A-1996-22209,delito contra la salud pública,17,3,1996
BOE-A-1996-22209,delito de contrabando,99,,1996
BOE-A-1996-22214,delito de lesiones,3,,1996
BOE-A-1996-22215,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-22216,delito de malversación,19,7,1996
BOE-A-1996-22217,delito de robo,13,2,1996
BOE-A-1996-22218,delito de robo,13,2,1996
BOE-A-1996-22219,delito de lesiones,3,,1996
BOE-A-1996-22669,delito contra el deber de prestación del servicio militar,90,,1996
BOE-A-1996-22670,delito contra el deber de prestación del servicio militar,90,,1996
BOE-A-1996-22671,delito contra el deber de prestación del servicio militar,90,,1996
BOE-A-1996-22672,delito contra el deber de prestación del servicio militar,90,,1996
BOE-A-1996-22673,delito de lesiones,3,,1996
BOE-A-1996-22674,delito de falsificación de documento mercantil,18,2,1996
BOE-A-1996-22674,delito de estafa,13,6,1996
BOE-A-1996-22675,delito de falsedad en documento oficial,18,2,1996
BOE-A-1996-22676,delito de falsedad de documento mercantil,18,2,1996
BOE-A-1996-22676,delito de estafa,13,6,1996
BOE-A-1996-22677,delito de lesiones,3,,1996
BOE-A-1996-22678,delito de robo,13,2,1996
BOE-A-1996-22679,delito de alzamiento de bienes,13,7,1996
BOE-A-1996-22680,delito de receptación,13,14,1996
BOE-A-1996-22681,delito contra la salud pública,17,3,1996
BOE-A-1996-22682,delito de falso testimonio,20,6,1996
BOE-A-1996-22683,delito de estafa,13,6,1996
BOE-A-1996-24003,delito de hurto,13,1,1996
BOE-A-1996-24004,delito de robo,13,2,1996
BOE-A-1996-24005,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-24006,delito de abandono de familia,12,3,1996
BOE-A-1996-24007,delito contra la Administración de Justicia,20,,1996
BOE-A-1996-24008,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-24008,falta de daños,25,2,1996
BOE-A-1996-24009,delito contra la seguridad del tráfico,17,4,1996
BOE-A-1996-24010,delito de receptación,13,14,1996
BOE-A-1996-24011,delito de robo,13,2,1996
BOE-A-1996-24012,delito de atentado a agente de la autoridad,22,2,1996
BOE-A-1996-24013,delito contra la seguridad del tráfico,17,4,1996
BOE-A-1996-24013,delito de resistencia,22,2,1996
BOE-A-1996-24013,falta de lesiones,25,1,1996
BOE-A-1996-24014,delito contra la seguridad del tráfico,17,4,1996
BOE-A-1996-24015,delito contra la salud pública,17,3,1996
BOE-A-1996-24016,delito de falsedad,18,,1996
BOE-A-1996-24017,delito de falsedad de documento mercantil,18,2,1996
BOE-A-1996-24092,delito de lesiones,3,,1996
BOE-A-1996-24093,delito de lesiones,3,,1996
BOE-A-1996-24094,delito de conducción bajo influencia de bebidas alcohólicas,17,4,1996
BOE-A-1996-24095,delito de lesiones,3,,1996
BOE-A-1996-24096,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-24097,delito contra la salud pública,17,3,1996
BOE-A-1996-24098,delito contra la salud pública,17,3,1996
BOE-A-1996-24099,delito de falsedad de documento mercantil,18,2,1996
BOE-A-1996-24100,delito de abandono de familia,12,3,1996
BOE-A-1996-24101,delito de lesiones,3,,1996
BOE-A-1996-24803,delito de robo,13,2,1996
BOE-A-1996-24804,delito de estafa,13,6,1996
BOE-A-1996-24805,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-24806,delito de receptación,13,14,1996
BOE-A-1996-24807,delito de hurto,13,1,1996
BOE-A-1996-24808,delito de robo,13,2,1996
BOE-A-1996-24809,delito de atentado a agente de la autoridad,22,2,1996
BOE-A-1996-24810,delito de falsedad,18,,1996
BOE-A-1996-24810,delito de apropiación indebida,13,6,1996
BOE-A-1996-24811,delito de robo,13,2,1996
BOE-A-1996-24812,delito contra la salud pública,17,3,1996
BOE-A-1996-24813,delito de alzamiento de bienes,13,7,1996
BOE-A-1996-24930,delito de insulto a un superior,90,,1996
BOE-A-1996-24931,delito de insulto a un superior,90,,1996
BOE-A-1996-24932,delito de insulto a un superior,90,,1996
BOE-A-1996-24933,,90,,1996
BOE-A-1996-26054,delito de lesiones,3,,1996
BOE-A-1996-26055,delito de lesiones,3,,1996
BOE-A-1996-26056,delito contra la salud pública,17,3,1996
BOE-A-1996-26057,delito contra la salud pública,17,3,1996
BOE-A-1996-26058,delito de lesiones,3,,1996
BOE-A-1996-26059,delito de robo,13,2,1996
BOE-A-1996-26060,delito de apropiación indebida,13,6,1996
BOE-A-1996-26061,delito de robo,13,2,1996
BOE-A-1996-26062,delito de robo,13,2,1996
BOE-A-1996-26063,delito de robo,13,2,1996
BOE-A-1996-26064,delito de robo,13,2,1996
BOE-A-1996-26065,delito de receptación,13,14,1996
BOE-A-1996-26066,delito de apropiación indebida,13,6,1996
BOE-A-1996-26067,delito de atentado,22,2,1996
BOE-A-1996-26067,falta de lesiones,25,1,1996
BOE-A-1996-26198,delito de quebrantamiento de condena,20,8,1996
BOE-A-1996-26199,delito de tráfico de drogas,17,3,1996
BOE-A-1996-26200,delito de robo,13,2,1996
BOE-A-1996-26201,delito de apropiación indebida,13,6,1996
BOE-A-1996-26202,delito contra la salud pública,17,3,1996
BOE-A-1996-26203,delito contra la seguridad del tráfico,17,4,1996
BOE-A-1996-26204,delito de conducción bajo influencia de bebidas alcohólicas,17,4,1996
BOE-A-1996-26205,delito contra la salud pública,17,3,1996
BOE-A-1996-26206,delito de robo,13,2,1996
BOE-A-1996-26207,delito de detención ilegal,6,1,1996
BOE-A-1996-27244,delito contra la salud pública,17,3,1996
BOE-A-1996-27245,delito contra la salud pública,17,3,1996
BOE-A-1996-27246,delito de amenazas,6,2,1996
BOE-A-1996-27247,delito de lesiones,3,,1996
BOE-A-1996-27248,delito de impago de pensiones,12,3,1996
BOE-A-1996-27249,delito de quebrantamiento de condena,20,8,1996
BOE-A-1996-27250,delito de receptación,13,14,1996
BOE-A-1996-27251,delito de falsedad documental,18,2,1996
BOE-A-1996-27251,delito de apropiación indebida,13,6,1996
BOE-A-1996-27252,delito contra la salud pública,17,3,1996
BOE-A-1996-27253,delito de falsedad,18,,1996
BOE-A-1996-27982,delito de lesiones,3,,1996
BOE-A-1996-27983,delito de robo,13,2,1996
BOE-A-1996-27984,delito contra la salud pública,17,3,1996
BOE-A-1996-27985,delito de lesiones,3,,1996
BOE-A-1996-27986,delito de robo,13,2,1996
BOE-A-1996-27987,delito de tráfico de drogas,17,3,1996
BOE-A-1996-27988,delito de lesiones,3,,1996
BOE-A-1996-27989,delito de robo,13,2,1996
BOE-A-1996-27990,delito de robo,13,2,1996
BOE-A-1996-27991,delito de estafa,13,6,1996
BOE-A-1996-27991,delito de falsedad,18,,1996
BOE-A-1996-28767,delito de robo,13,2,1996
BOE-A-1996-28768,delito de robo,13,2,1996
BOE-A-1996-28769,delito de hurto,13,1,1996
BOE-A-1996-28770,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1996-28771,delito contra la salud pública,17,3,1996
BOE-A-1996-28772,delito de lesiones,3,,1996
BOE-A-1996-28773,delito de hurto,13,1,1996
BOE-A-1996-28774,delito de robo,13,2,1996
BOE-A-1996-28774,delito de resistencia,22,2,1996
BOE-A-1996-28775,delito de hurto,13,1,1996
BOE-A-1997-470,delito de imprudencia temeraria,99,,1996
BOE-A-1997-471,delito contra la salud pública,17,3,1996
BOE-A-1997-472,delito de falsificación,18,,1996
BOE-A-1997-472,delito de estafa,13,6,1996
BOE-A-1997-473,delito contra la salud pública,17,3,1996
BOE-A-1997-474,delito de robo,13,2,1996
BOE-A-1997-475,delito contra la salud pública,17,3,1996
BOE-A-1997-476,delito de receptación,13,14,1996
BOE-A-1997-477,delito contra la salud pública,17,3,1996
BOE-A-1997-478,delito de apropiación indebida,13,6,1996
BOE-A-1997-478,delito de falsificación de documento mercantil,18,2,1996
BOE-A-1997-479,delito contra la salud pública,17,3,1996
BOE-A-1997-492,,90,,1996
BOE-A-1997-1144,delito de hurto,13,1,1996
BOE-A-1997-1144,delito de falsificación de documento de identidad,18,2,1996
BOE-A-1997-1145,delito de hurto,13,1,1996
BOE-A-1997-1146,delito de alzamiento de bienes,13,7,1996
BOE-A-1997-1147,delito de receptación,13,14,1996
BOE-A-1997-1148,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1996
BOE-A-1997-1149,delito de desobediencia,22,2,1996
BOE-A-1997-1149,delito contra la seguridad del tráfico,17,4,1996
BOE-A-1997-1149,delito de simulación de delito,20,5,1996
BOE-A-1997-1150,delito contra la salud pública,17,3,1996
BOE-A-1997-1151,delito contra la salud pública,17,3,1996
BOE-A-1997-1152,delito de alzamiento de bienes,13,7,1996
BOE-A-1997-1153,delito contra la propiedad industrial,13,11,1996
BOE-A-1997-1154,delito de alzamiento de bienes,13,7,1996
BOE-A-1997-1212,delito de lesiones,3,,1996
BOE-A-1997-1213,delito de hurto,13,1,1996
BOE-A-1997-1213,delito de falsedad en documento mercantil,18,2,1996
BOE-A-1997-1213,delito de estafa,13,6,1996
BOE-A-1997-1214,delito de abandono de familia,12,3,1996
BOE-A-1997-1215,delito de estafa,13,6,1996
BOE-A-1997-1216,delito de robo,13,2,1996
BOE-A-1997-1217,delito de tenencia ilícita de armas,22,5,1996
BOE-A-1997-1218,delito de robo,13,2,1996
BOE-A-1997-1219,delito de robo,13,2,1996
BOE-A-1997-1220,delito contra la salud pública,17,3,1996
BOE-A-1997-1221,delito contra la salud pública,17,3,1996
BOE-A-1997-1270,delito de falsedad en documento oficial,18,2,1996
BOE-A-1997-1271,delito de quebrantamiento de condena,20,8,1996
BOE-A-1997-1272,delito de hurto,13,1,1996
BOE-A-1997-1273,delito contra la salud pública,17,3,1996
BOE-A-1997-1274,delito de robo,13,2,1996
BOE-A-1997-1275,delito de quebrantamiento de condena,20,8,1996
BOE-A-1997-1276,delito de receptación,13,14,1996
BOE-A-1997-1277,delito de robo,13,2,1996
BOE-A-1997-1322,delito de insulto a un superior,90,,1997
BOE-A-1997-1528,delito de robo,13,2,1997
BOE-A-1997-1529,delito de coacciones,6,3,1997
BOE-A-1997-1530,delito contra la seguridad del tráfico,17,4,1997
BOE-A-1997-1531,delito de receptación,13,14,1997
BOE-A-1997-1532,delito de robo,13,2,1997
BOE-A-1997-1533,delito de robo,13,2,1997
BOE-A-1997-1533,delito de falsedad en documento oficial,18,2,1997
BOE-A-1997-1533,falta de estafa,25,2,1997
BOE-A-1997-1534,delito de hurto,13,1,1997
BOE-A-1997-1535,delito de estafa,13,6,1997
BOE-A-1997-1936,delito de hurto,13,1,1997
BOE-A-1997-1937,delito de robo,13,2,1997
BOE-A-1997-1938,delito de receptación,13,14,1997
BOE-A-1997-1939,delito de quebrantamiento de condena,20,8,1997
BOE-A-1997-1940,delito de quebrantamiento de condena,20,8,1997
BOE-A-1997-1941,delito de tráfico de drogas,17,3,1997
BOE-A-1997-1942,delito contra la salud pública,17,3,1997
BOE-A-1997-1943,delito de robo,13,2,1997
BOE-A-1997-1944,delito de robo,13,2,1997
BOE-A-1997-3109,delito contra la salud pública,17,3,1997
BOE-A-1997-3110,delito de falsedad,18,,1997
BOE-A-1997-3111,delito contra la salud pública,17,3,1997
BOE-A-1997-3112,delito de robo,13,2,1997
BOE-A-1997-3113,delito de participación de riña tumultuaria,3,,1997
BOE-A-1997-3114,delito contra la salud pública,17,3,1997
BOE-A-1997-3115,delito contra la salud pública,17,3,1997
BOE-A-1997-3116,delito de falsedad en documento mercantil,18,2,1997
BOE-A-1997-3116,falta de estafa,25,2,1997
BOE-A-1997-3117,delito de falsedad,18,,1997
BOE-A-1997-3575,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1997
BOE-A-1997-3576,delito de robo,13,2,1997
BOE-A-1997-3577,delito de robo,13,2,1997
BOE-A-1997-3578,delito contra la salud pública,17,3,1997
BOE-A-1997-3579,delito contra la salud pública,17,3,1997
BOE-A-1997-3580,delito de falsedad,18,,1997
BOE-A-1997-3581,delito de robo,13,2,1997
BOE-A-1997-3582,delito de robo,13,2,1997
BOE-A-1997-3583,delito contra la salud pública,17,3,1997
BOE-A-1997-4484,delito de quebrantamiento de condena,20,8,1997
BOE-A-1997-4485,delito contra la salud pública,17,3,1997
BOE-A-1997-4486,delito contra la libertad y seguridad en el trabajo,15,,1997
BOE-A-1997-4487,delito de robo,13,2,1997
BOE-A-1997-4488,delito de robo,13,2,1997
BOE-A-1997-4489,delito de hurto,13,1,1997
BOE-A-1997-4490,delito de injurias,11,2,1997
BOE-A-1997-4491,delito de robo,13,2,1997
BOE-A-1997-4492,delito de estafa,13,6,1997
BOE-A-1997-4492,delito de falsedad de documento mercantil,18,2,1997
BOE-A-1997-4997,delito de quebrantamiento de condena,20,8,1997
BOE-A-1997-4998,delito de lesiones,3,,1997
BOE-A-1997-4999,delito de lesiones,3,,1997
BOE-A-1997-5000,delito contra la Ley de Caza,99,,1997
BOE-A-1997-5001,delito de abandono de familia,12,3,1997
BOE-A-1997-5002,delito de hurto,13,1,1997
BOE-A-1997-5003,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1997
BOE-A-1997-5004,delito de robo,13,2,1997
BOE-A-1997-5005,delito de quebrantamiento de condena,20,8,1997
BOE-A-1997-6051,delito de robo,13,2,1997
BOE-A-1997-6051,falta de daños,25,2,1997
BOE-A-1997-6052,delito de robo,13,2,1997
BOE-A-1997-6053,delito de robo,13,2,1997
BOE-A-1997-6054,delito de robo,13,2,1997
BOE-A-1997-6055,delito contra la salud pública,17,3,1997
BOE-A-1997-6056,delito de robo,13,2,1997
BOE-A-1997-6056,delito de amenazas,6,2,1997
BOE-A-1997-6057,delito de hurto,13,1,1997
BOE-A-1997-6057,delito de robo,13,2,1997
BOE-A-1997-6058,delito de robo,13,2,1997
BOE-A-1997-6058,delito de hurto,13,1,1997
BOE-A-1997-6059,delito de robo,13,2,1997
BOE-A-1997-6059,falta de hurto,25,2,1997
BOE-A-1997-6198,delito de lesiones,3,,1997
BOE-A-1997-6199,delito de lesiones,3,,1997
BOE-A-1997-6199,falta de lesiones,25,1,1997
BOE-A-1997-6200,delito contra la salud pública,17,3,1997
BOE-A-1997-6201,delito de robo,13,2,1997
BOE-A-1997-6202,delito de receptación,13,14,1997
BOE-A-1997-6203,delito de estafa,13,6,1997
BOE-A-1997-6204,delito contra la salud pública,17,3,1997
BOE-A-1997-6205,delito de hurto,13,1,1997
BOE-A-1997-6206,delito de lesiones,3,,1997
BOE-A-1997-6413,delito de robo,13,2,1997
BOE-A-1997-8130,delito de robo,13,2,1997
BOE-A-1997-8131,delito de injurias,11,2,1997
BOE-A-1997-8132,delito de quebrantamiento de condena,20,8,1997
BOE-A-1997-8133,delito de robo,13,2,1997
BOE-A-1997-8133,delito de resistencia,22,2,1997
BOE-A-1997-8134,delito de robo,13,2,1997
BOE-A-1997-8135,delito de robo,13,2,1997
BOE-A-1997-8136,delito de estafa,13,6,1997
BOE-A-1997-8137,delito de robo,13,2,1997
BOE-A-1997-8138,delito de robo,13,2,1997
BOE-A-1997-8139,delito contra la salud pública,17,3,1997
BOE-A-1997-8140,delito de robo,13,2,1997
BOE-A-1997-8141,delito de quebrantamiento de condena,20,8,1997
BOE-A-1997-8142,delito contra la salud pública,17,3,1997
BOE-A-1997-8143,delito de abandono de familia,12,3,1997
BOE-A-1997-8244,delito contra la salud pública,17,3,1997
BOE-A-1997-8245,delito de robo,13,2,1997
BOE-A-1997-8246,delito de robo,13,2,1997
BOE-A-1997-8247,delito contra la salud pública,17,3,1997
BOE-A-1997-8248,delito de robo,13,2,1997
BOE-A-1997-8249,delito contra la salud pública,17,3,1997
BOE-A-1997-8250,delito de estafa,13,6,1997
BOE-A-1997-8251,delito de robo,13,2,1997
BOE-A-1997-8252,delito de robo,13,2,1997
BOE-A-1997-8253,delito contra la seguridad del tráfico,17,4,1997
BOE-A-1997-8254,delito de falsedad en documento mercantil,18,2,1997
BOE-A-1997-8254,delito de estafa,13,6,1997
BOE-A-1997-8255,delito de robo,13,2,1997
BOE-A-1997-8256,delito de quebrantamiento de condena,20,8,1997
BOE-A-1997-8257,delito contra la salud pública,17,3,1997
BOE-A-1997-8258,delito de robo,13,2,1997
BOE-A-1997-8259,delito de hurto,13,1,1997
BOE-A-1997-8260,delito de robo,13,2,1997
BOE-A-1997-8261,delito de robo,13,2,1997
BOE-A-1997-8358,delito contra la salud pública,17,3,1997
BOE-A-1997-8359,delito de apropiación indebida,13,6,1997
BOE-A-1997-8360,delito de robo,13,2,1997
BOE-A-1997-8361,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1997
BOE-A-1997-8361,falta de hurto,25,2,1997
BOE-A-1997-8362,delito de lesiones,3,,1997
BOE-A-1997-8363,delito de robo,13,2,1997
BOE-A-1997-8364,delito contra la salud pública,17,3,1997
BOE-A-1997-8365,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1997
BOE-A-1997-8365,falta de hurto,25,2,1997
BOE-A-1997-8366,delito de robo,13,2,1997
BOE-A-1997-8367,delito contra la salud pública,17,3,1997
BOE-A-1997-8368,delito contra la seguridad del tráfico,17,4,1997
BOE-A-1997-8369,delito de lesiones,3,,1997
BOE-A-1997-8370,delito de robo,13,2,1997
BOE-A-1997-8371,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1997
BOE-A-1997-8372,delito de robo,13,2,1997
BOE-A-1997-8373,delito de hurto,13,1,1997
BOE-A-1997-8374,delito contra la salud pública,17,3,1997
BOE-A-1997-8375,delito de robo,13,2,1997
BOE-A-1997-8376,delito contra el deber de prestación del servicio militar,90,,1997
BOE-A-1997-9084,delito de lesiones,3,,1997
BOE-A-1997-9085,delito de lesiones,3,,1997
BOE-A-1997-9086,delito de robo,13,2,1997
BOE-A-1997-9087,delito de robo,13,2,1997
BOE-A-1997-9088,delito contra la salud pública,17,3,1997
BOE-A-1997-9089,delito de robo,13,2,1997
BOE-A-1997-9089,delito de tenencia ilícita de armas,22,5,1997
BOE-A-1997-9090,delito de lesiones,3,,1997
BOE-A-1997-9091,delito de robo,13,2,1997
BOE-A-1997-9092,delito de robo,13,2,1997
BOE-A-1997-9093,delito de falsedad,18,,1997
BOE-A-1997-9093,delito de estafa,13,6,1997
BOE-A-1997-9094,delito de hurto,13,1,1997
BOE-A-1997-9095,delito de robo,13,2,1997
BOE-A-1997-9096,delito de robo,13,2,1997
BOE-A-1997-9097,delito contra la salud pública,17,3,1997
BOE-A-1997-9098,delito de falsedad,18,,1997
BOE-A-1997-9098,delito de estafa,13,6,1997
BOE-A-1997-9099,delito de robo,13,2,1997
BOE-A-1997-9100,delito de robo,13,2,1997
BOE-A-1997-9101,delito de robo,13,2,1997
BOE-A-1997-9102,delito contra la salud pública,17,3,1997
BOE-A-1997-9103,delito contra la salud pública,17,3,1997
BOE-A-1997-9104,delito de robo,13,2,1997
BOE-A-1997-9751,delito de robo,13,2,1997
BOE-A-1997-9752,delito contra la salud pública,17,3,1997
BOE-A-1997-9753,delito contra la salud pública,17,3,1997
BOE-A-1997-9754,delito contra la seguridad del tráfico,17,4,1997
BOE-A-1997-9755,delito de lesiones,3,,1997
BOE-A-1997-9756,delito de lesiones,3,,1997
BOE-A-1997-9757,delito contra la salud pública,17,3,1997
BOE-A-1997-9758,delito de lesiones,3,,1997
BOE-A-1997-9759,delito de apropiación indebida,13,6,1997
BOE-A-1997-9760,delito de utilización ilegítima de vehículo de motor ajeno,13,4,1997
BOE-A-1997-9761,delito de robo,13,2,1997
BOE-A-1997-9762,delito de robo,13,2,1997
BOE-A-1997-9763,delito de robo,13,2,1997
BOE-A-1997-9764,delito contra la salud pública,17,3,1997
BOE-A-1997-9765,delito de quebrantamiento de condena,20,8,1997
BOE-A-1997-9766,delito contra la salud pública,17,3,1997
BOE-A-1997-9767,delito de robo,13,2,1997
